,Firms,Year,Connections
6888,MTU AERO ENGINES AG,2006,0
6889,MTU AERO ENGINES AG,2007,0
6890,MTU AERO ENGINES AG,2008,0
6891,MTU AERO ENGINES AG,2009,0
6892,MTU AERO ENGINES AG,2010,16
6893,MTU AERO ENGINES AG,2011,18
6894,MTU AERO ENGINES AG,2012,18
6895,MTU AERO ENGINES AG,2013,21
6896,MTU AERO ENGINES AG,2014,0
6897,MTU AERO ENGINES AG,2015,0
6898,MTU AERO ENGINES AG,2016,0
6899,MTU AERO ENGINES AG,2017,0
6900,MTU AERO ENGINES AG,2018,0
6901,MTU AERO ENGINES AG,2019,0
6902,FRANCONOFURT AG,2006,0
6903,FRANCONOFURT AG,2007,0
6904,FRANCONOFURT AG,2008,1
6905,FRANCONOFURT AG,2009,1
6906,FRANCONOFURT AG,2010,3
6907,FRANCONOFURT AG,2011,1
6908,FRANCONOFURT AG,2012,2
6909,FRANCONOFURT AG,2013,2
6910,FRANCONOFURT AG,2014,0
6911,FRANCONOFURT AG,2015,0
6912,FRANCONOFURT AG,2016,0
6913,FRANCONOFURT AG,2017,0
6914,FRANCONOFURT AG,2018,0
6915,FRANCONOFURT AG,2019,0
6916,NET MOBILE AG,2006,0
6917,NET MOBILE AG,2007,0
6918,NET MOBILE AG,2008,0
6919,NET MOBILE AG,2009,0
6920,NET MOBILE AG,2010,1
6921,NET MOBILE AG,2011,1
6922,NET MOBILE AG,2012,1
6923,NET MOBILE AG,2013,1
6924,NET MOBILE AG,2014,0
6925,NET MOBILE AG,2015,0
6926,Q-SOFT VERWALTUNG AG,2006,0
6927,Q-SOFT VERWALTUNG AG,2007,0
6928,Q-SOFT VERWALTUNG AG,2008,0
6929,Q-SOFT VERWALTUNG AG,2009,0
6930,Q-SOFT VERWALTUNG AG,2010,0
6931,Q-SOFT VERWALTUNG AG,2011,0
6932,Q-SOFT VERWALTUNG AG,2012,0
6933,Q-SOFT VERWALTUNG AG,2013,0
6934,Q-SOFT VERWALTUNG AG,2014,0
6935,Q-SOFT VERWALTUNG AG,2015,0
6936,Q-SOFT VERWALTUNG AG,2016,0
6937,Q-SOFT VERWALTUNG AG,2017,0
6938,Q-SOFT VERWALTUNG AG,2018,0
6939,Q-SOFT VERWALTUNG AG,2019,0
6940,7C SOLARPARKEN AG,2006,0
6941,7C SOLARPARKEN AG,2007,0
6942,7C SOLARPARKEN AG,2008,2
6943,7C SOLARPARKEN AG,2009,0
6944,7C SOLARPARKEN AG,2010,3
6945,7C SOLARPARKEN AG,2011,5
6946,7C SOLARPARKEN AG,2012,3
6947,7C SOLARPARKEN AG,2013,3
6948,7C SOLARPARKEN AG,2014,0
6949,7C SOLARPARKEN AG,2015,0
6950,7C SOLARPARKEN AG,2016,0
6951,7C SOLARPARKEN AG,2017,0
6952,7C SOLARPARKEN AG,2018,0
6953,7C SOLARPARKEN AG,2019,0
6954,SOLAR MILLENNIUM AG,2006,0
6955,SOLAR MILLENNIUM AG,2007,0
6956,SOLAR MILLENNIUM AG,2008,0
6957,SOLAR MILLENNIUM AG,2009,0
6958,SOLAR MILLENNIUM AG,2010,1
6959,GAG IMMOBILLIEN AG,2006,0
6960,GAG IMMOBILLIEN AG,2007,0
6961,GAG IMMOBILLIEN AG,2008,0
6962,GAG IMMOBILLIEN AG,2009,0
6963,GAG IMMOBILLIEN AG,2010,0
6964,GAG IMMOBILLIEN AG,2011,0
6965,GAG IMMOBILLIEN AG,2012,0
6966,GAG IMMOBILLIEN AG,2013,0
6967,GAG IMMOBILLIEN AG,2014,0
6968,GAG IMMOBILLIEN AG,2015,0
6969,GAG IMMOBILLIEN AG,2016,0
6970,GAG IMMOBILLIEN AG,2017,0
6971,GAG IMMOBILLIEN AG,2018,0
6972,GAG IMMOBILLIEN AG,2019,0
6973,UESTRA HANNOVERSCHE VERKEHRS,2006,0
6974,UESTRA HANNOVERSCHE VERKEHRS,2007,0
6975,UESTRA HANNOVERSCHE VERKEHRS,2008,0
6976,UESTRA HANNOVERSCHE VERKEHRS,2009,0
6977,UESTRA HANNOVERSCHE VERKEHRS,2010,0
6978,UESTRA HANNOVERSCHE VERKEHRS,2011,0
6979,UESTRA HANNOVERSCHE VERKEHRS,2012,0
6980,UESTRA HANNOVERSCHE VERKEHRS,2013,0
6981,UESTRA HANNOVERSCHE VERKEHRS,2014,0
6982,UESTRA HANNOVERSCHE VERKEHRS,2015,0
6983,UESTRA HANNOVERSCHE VERKEHRS,2016,0
6984,UESTRA HANNOVERSCHE VERKEHRS,2017,0
6985,UESTRA HANNOVERSCHE VERKEHRS,2018,0
6986,VERITAS AG,2006,0
6987,VERITAS AG,2007,0
6988,VERITAS AG,2008,0
6989,VERITAS AG,2009,0
6990,VERITAS AG,2010,6
6991,VERITAS AG,2011,5
6992,VERITAS AG,2012,5
6993,VERITAS AG,2013,6
6994,VERITAS AG,2014,0
6995,VERITAS AG,2015,0
6996,VERITAS AG,2016,0
6997,GIGASET AG,2006,0
6998,GIGASET AG,2007,0
6999,GIGASET AG,2008,0
7000,GIGASET AG,2009,0
7001,GIGASET AG,2010,11
7002,GIGASET AG,2011,9
7003,GIGASET AG,2012,7
7004,GIGASET AG,2013,9
7005,GIGASET AG,2014,0
7006,GIGASET AG,2015,0
7007,GIGASET AG,2016,0
7008,GIGASET AG,2017,0
7009,GIGASET AG,2018,0
7010,GIGASET AG,2019,0
7011,BUERGERLICHES BRAUHAUS RAVEN,2006,0
7012,BUERGERLICHES BRAUHAUS RAVEN,2007,0
7013,BUERGERLICHES BRAUHAUS RAVEN,2008,0
7014,BUERGERLICHES BRAUHAUS RAVEN,2009,0
7015,BUERGERLICHES BRAUHAUS RAVEN,2010,0
7016,BUERGERLICHES BRAUHAUS RAVEN,2011,0
7017,BUERGERLICHES BRAUHAUS RAVEN,2012,0
7018,BUERGERLICHES BRAUHAUS RAVEN,2013,0
7019,BUERGERLICHES BRAUHAUS RAVEN,2014,0
7020,BUERGERLICHES BRAUHAUS RAVEN,2015,0
7021,BUERGERLICHES BRAUHAUS RAVEN,2017,0
7022,BUERGERLICHES BRAUHAUS RAVEN,2018,0
7023,ALLGAUER BRAUHAUS AG,2006,0
7024,ALLGAUER BRAUHAUS AG,2007,0
7025,ALLGAUER BRAUHAUS AG,2008,0
7026,ALLGAUER BRAUHAUS AG,2009,0
7027,ALLGAUER BRAUHAUS AG,2010,0
7028,ALLGAUER BRAUHAUS AG,2011,0
7029,ALLGAUER BRAUHAUS AG,2012,0
7030,ALLGAUER BRAUHAUS AG,2013,0
7031,ALLGAUER BRAUHAUS AG,2014,0
7032,ALLGAUER BRAUHAUS AG,2015,0
7033,ALLGAUER BRAUHAUS AG,2016,0
7034,ALLGAUER BRAUHAUS AG,2017,0
7035,ALLGAUER BRAUHAUS AG,2018,0
7036,ALLGAUER BRAUHAUS AG,2019,0
7037,MOUNTAIN ALLIANCE AG,2006,0
7038,MOUNTAIN ALLIANCE AG,2007,0
7039,MOUNTAIN ALLIANCE AG,2008,0
7040,MOUNTAIN ALLIANCE AG,2009,0
7041,MOUNTAIN ALLIANCE AG,2010,6
7042,MOUNTAIN ALLIANCE AG,2011,3
7043,MOUNTAIN ALLIANCE AG,2012,3
7044,MOUNTAIN ALLIANCE AG,2013,3
7045,MOUNTAIN ALLIANCE AG,2014,0
7046,MOUNTAIN ALLIANCE AG,2015,0
7047,MOUNTAIN ALLIANCE AG,2016,0
7048,MOUNTAIN ALLIANCE AG,2017,0
7049,MOUNTAIN ALLIANCE AG,2018,0
7050,MOUNTAIN ALLIANCE AG,2019,0
7051,KHD HUMBOLDT WEDAG INTL(DT),2006,0
7052,KHD HUMBOLDT WEDAG INTL(DT),2007,0
7053,KHD HUMBOLDT WEDAG INTL(DT),2008,0
7054,KHD HUMBOLDT WEDAG INTL(DT),2009,0
7055,KHD HUMBOLDT WEDAG INTL(DT),2010,0
7056,KHD HUMBOLDT WEDAG INTL(DT),2011,0
7057,KHD HUMBOLDT WEDAG INTL(DT),2012,0
7058,KHD HUMBOLDT WEDAG INTL(DT),2013,0
7059,KHD HUMBOLDT WEDAG INTL(DT),2014,0
7060,KHD HUMBOLDT WEDAG INTL(DT),2015,0
7061,KHD HUMBOLDT WEDAG INTL(DT),2016,0
7062,KHD HUMBOLDT WEDAG INTL(DT),2017,0
7063,KHD HUMBOLDT WEDAG INTL(DT),2018,0
7064,KHD HUMBOLDT WEDAG INTL(DT),2019,0
7065,EOP BIODIESEL AG,2006,0
7066,EOP BIODIESEL AG,2007,0
7067,EOP BIODIESEL AG,2008,0
7068,EOP BIODIESEL AG,2009,0
7069,SQS SOFTWARE QUALITY SYS AG,2006,0
7070,SQS SOFTWARE QUALITY SYS AG,2007,0
7071,SQS SOFTWARE QUALITY SYS AG,2008,0
7072,SQS SOFTWARE QUALITY SYS AG,2009,0
7073,SQS SOFTWARE QUALITY SYS AG,2010,0
7074,SQS SOFTWARE QUALITY SYS AG,2011,0
7075,SQS SOFTWARE QUALITY SYS AG,2012,0
7076,SQS SOFTWARE QUALITY SYS AG,2013,0
7077,SQS SOFTWARE QUALITY SYS AG,2014,0
7078,SQS SOFTWARE QUALITY SYS AG,2015,0
7079,SQS SOFTWARE QUALITY SYS AG,2016,0
7080,SQS SOFTWARE QUALITY SYS AG,2017,0
7081,IFA SYSTEMS AG,2006,0
7082,IFA SYSTEMS AG,2007,0
7083,IFA SYSTEMS AG,2008,0
7084,IFA SYSTEMS AG,2009,0
7085,IFA SYSTEMS AG,2010,0
7086,IFA SYSTEMS AG,2011,0
7087,IFA SYSTEMS AG,2012,0
7088,IFA SYSTEMS AG,2013,0
7089,IFA SYSTEMS AG,2014,0
7090,IFA SYSTEMS AG,2015,0
7091,IFA SYSTEMS AG,2016,0
7092,IFA SYSTEMS AG,2017,0
7093,IFA SYSTEMS AG,2018,0
7094,IFA SYSTEMS AG,2019,0
7095,INTERHYP AG,2006,0
7096,INTERHYP AG,2007,0
7097,INTERHYP AG,2008,0
7098,INTERHYP AG,2009,0
7099,INTERHYP AG,2010,5
7100,BOSCH SOLAR ENERGY AG,2006,0
7101,BOSCH SOLAR ENERGY AG,2007,0
7102,BOSCH SOLAR ENERGY AG,2008,0
7103,GLOBAL PVQ SE,2006,0
7104,GLOBAL PVQ SE,2007,0
7105,GLOBAL PVQ SE,2008,0
7106,GLOBAL PVQ SE,2009,0
7107,GLOBAL PVQ SE,2010,15
7108,GLOBAL PVQ SE,2011,16
7109,ERNST RUSS AG,2006,0
7110,ERNST RUSS AG,2007,0
7111,ERNST RUSS AG,2008,0
7112,ERNST RUSS AG,2009,0
7113,ERNST RUSS AG,2010,10
7114,ERNST RUSS AG,2011,11
7115,ERNST RUSS AG,2012,11
7116,ERNST RUSS AG,2013,11
7117,ERNST RUSS AG,2014,0
7118,ERNST RUSS AG,2015,0
7119,ERNST RUSS AG,2016,0
7120,ERNST RUSS AG,2017,0
7121,ERNST RUSS AG,2018,0
7122,ERNST RUSS AG,2019,0
7123,COREO AG,2006,0
7124,COREO AG,2007,0
7125,COREO AG,2008,0
7126,COREO AG,2009,0
7127,COREO AG,2010,2
7128,COREO AG,2011,2
7129,COREO AG,2012,2
7130,COREO AG,2013,2
7131,COREO AG,2014,0
7132,COREO AG,2015,0
7133,COREO AG,2016,0
7134,COREO AG,2017,0
7135,COREO AG,2018,0
7136,COREO AG,2019,0
7137,ZEAL NETWORK SE,2006,0
7138,ZEAL NETWORK SE,2007,0
7139,ZEAL NETWORK SE,2008,0
7140,ZEAL NETWORK SE,2009,0
7141,ZEAL NETWORK SE,2010,6
7142,ZEAL NETWORK SE,2011,13
7143,ZEAL NETWORK SE,2012,8
7144,ZEAL NETWORK SE,2013,12
7145,ZEAL NETWORK SE,2014,0
7146,ZEAL NETWORK SE,2015,0
7147,ZEAL NETWORK SE,2016,0
7148,ZEAL NETWORK SE,2017,0
7149,ZEAL NETWORK SE,2018,0
7150,ZEAL NETWORK SE,2019,0
7151,SUNLINE AG,2006,0
7152,SUNLINE AG,2007,0
7153,SEVEN PRINIPLES AG,2006,0
7154,SEVEN PRINIPLES AG,2007,0
7155,SEVEN PRINIPLES AG,2008,0
7156,SEVEN PRINIPLES AG,2009,0
7157,SEVEN PRINIPLES AG,2010,0
7158,SEVEN PRINIPLES AG,2011,0
7159,SEVEN PRINIPLES AG,2012,0
7160,SEVEN PRINIPLES AG,2013,0
7161,SEVEN PRINIPLES AG,2014,0
7162,SEVEN PRINIPLES AG,2015,0
7163,SEVEN PRINIPLES AG,2016,0
7164,SEVEN PRINIPLES AG,2017,0
7165,SEVEN PRINIPLES AG,2018,0
7166,SEVEN PRINIPLES AG,2019,0
7167,CD DEUTSCHE EIGENHEIM AG,2006,0
7168,CD DEUTSCHE EIGENHEIM AG,2007,0
7169,CD DEUTSCHE EIGENHEIM AG,2008,0
7170,CD DEUTSCHE EIGENHEIM AG,2009,0
7171,CD DEUTSCHE EIGENHEIM AG,2010,0
7172,CD DEUTSCHE EIGENHEIM AG,2011,1
7173,CD DEUTSCHE EIGENHEIM AG,2012,1
7174,CD DEUTSCHE EIGENHEIM AG,2013,1
7175,CD DEUTSCHE EIGENHEIM AG,2014,0
7176,CD DEUTSCHE EIGENHEIM AG,2015,0
7177,CD DEUTSCHE EIGENHEIM AG,2016,0
7178,JERINI AG,2006,0
7179,JERINI AG,2007,0
7180,JERINI AG,2008,0
7181,LLOYD FONDS AG,2006,0
7182,LLOYD FONDS AG,2007,0
7183,LLOYD FONDS AG,2008,0
7184,LLOYD FONDS AG,2009,0
7185,LLOYD FONDS AG,2010,3
7186,LLOYD FONDS AG,2011,5
7187,LLOYD FONDS AG,2012,5
7188,LLOYD FONDS AG,2013,5
7189,LLOYD FONDS AG,2014,0
7190,LLOYD FONDS AG,2015,1
7191,LLOYD FONDS AG,2016,1
7192,LLOYD FONDS AG,2017,1
7193,LLOYD FONDS AG,2018,1
7194,LLOYD FONDS AG,2019,0
7195,CENTROSOLAR AG,2006,0
7196,CENTROSOLAR AG,2007,0
7197,CENTROSOLAR AG,2008,0
7198,CENTROSOLAR AG,2009,0
7199,CENTROSOLAR AG,2010,8
7200,CENTROSOLAR AG,2011,9
7201,CENTROSOLAR AG,2012,9
7202,THIELERT AKTIENGESELLSCHAFT,2006,0
7203,VIB VERMOEGEN AG,2006,0
7204,VIB VERMOEGEN AG,2007,0
7205,VIB VERMOEGEN AG,2008,0
7206,VIB VERMOEGEN AG,2009,0
7207,VIB VERMOEGEN AG,2010,4
7208,VIB VERMOEGEN AG,2011,5
7209,VIB VERMOEGEN AG,2012,4
7210,VIB VERMOEGEN AG,2013,5
7211,VIB VERMOEGEN AG,2014,0
7212,VIB VERMOEGEN AG,2015,0
7213,VIB VERMOEGEN AG,2016,0
7214,VIB VERMOEGEN AG,2017,0
7215,VIB VERMOEGEN AG,2018,0
7216,VIB VERMOEGEN AG,2019,0
7217,JDC GROUP AG,2006,0
7218,JDC GROUP AG,2007,0
7219,JDC GROUP AG,2008,0
7220,JDC GROUP AG,2009,0
7221,JDC GROUP AG,2010,4
7222,JDC GROUP AG,2011,4
7223,JDC GROUP AG,2012,6
7224,JDC GROUP AG,2013,6
7225,JDC GROUP AG,2014,0
7226,JDC GROUP AG,2015,0
7227,JDC GROUP AG,2016,0
7228,JDC GROUP AG,2017,0
7229,JDC GROUP AG,2018,0
7230,JDC GROUP AG,2019,0
7231,HAEMATO AG,2006,0
7232,HAEMATO AG,2007,0
7233,HAEMATO AG,2008,0
7234,HAEMATO AG,2009,0
7235,HAEMATO AG,2010,2
7236,HAEMATO AG,2011,1
7237,HAEMATO AG,2012,2
7238,HAEMATO AG,2013,4
7239,HAEMATO AG,2014,0
7240,HAEMATO AG,2015,0
7241,HAEMATO AG,2016,0
7242,HAEMATO AG,2017,0
7243,HAEMATO AG,2018,0
7244,HAEMATO AG,2019,0
7245,PCP PUBLICCAPITALPARTNERS AG,2006,0
7246,PCP PUBLICCAPITALPARTNERS AG,2007,0
7247,PCP PUBLICCAPITALPARTNERS AG,2008,0
7248,PCP PUBLICCAPITALPARTNERS AG,2009,0
7249,PCP PUBLICCAPITALPARTNERS AG,2010,0
7250,PCP PUBLICCAPITALPARTNERS AG,2011,0
7251,PCP PUBLICCAPITALPARTNERS AG,2012,0
7252,PCP PUBLICCAPITALPARTNERS AG,2013,0
7253,PCP PUBLICCAPITALPARTNERS AG,2014,0
7254,PCP PUBLICCAPITALPARTNERS AG,2017,0
7255,PCP PUBLICCAPITALPARTNERS AG,2018,0
7256,PCP PUBLICCAPITALPARTNERS AG,2019,0
7257,BET-AT-HOME COM AG,2006,0
7258,BET-AT-HOME COM AG,2007,0
7259,BET-AT-HOME COM AG,2008,0
7260,BET-AT-HOME COM AG,2009,0
7261,BET-AT-HOME COM AG,2010,0
7262,BET-AT-HOME COM AG,2011,0
7263,BET-AT-HOME COM AG,2012,0
7264,BET-AT-HOME COM AG,2013,0
7265,BET-AT-HOME COM AG,2014,0
7266,BET-AT-HOME COM AG,2015,0
7267,BET-AT-HOME COM AG,2016,0
7268,BET-AT-HOME COM AG,2017,0
7269,BET-AT-HOME COM AG,2018,0
7270,BET-AT-HOME COM AG,2019,0
7271,4 SC AG,2006,0
7272,4 SC AG,2007,0
7273,4 SC AG,2008,0
7274,4 SC AG,2009,0
7275,4 SC AG,2010,0
7276,4 SC AG,2011,0
7277,4 SC AG,2012,0
7278,4 SC AG,2013,0
7279,4 SC AG,2014,0
7280,4 SC AG,2015,0
7281,4 SC AG,2016,0
7282,4 SC AG,2017,0
7283,4 SC AG,2018,0
7284,4 SC AG,2019,0
7285,BAVARIA INDUSTRIES GROUP AG,2006,0
7286,BAVARIA INDUSTRIES GROUP AG,2007,0
7287,BAVARIA INDUSTRIES GROUP AG,2008,0
7288,BAVARIA INDUSTRIES GROUP AG,2009,0
7289,BAVARIA INDUSTRIES GROUP AG,2010,4
7290,BAVARIA INDUSTRIES GROUP AG,2011,4
7291,BAVARIA INDUSTRIES GROUP AG,2012,6
7292,BAVARIA INDUSTRIES GROUP AG,2013,5
7293,BAVARIA INDUSTRIES GROUP AG,2014,0
7294,BAVARIA INDUSTRIES GROUP AG,2015,0
7295,BAVARIA INDUSTRIES GROUP AG,2016,0
7296,BAVARIA INDUSTRIES GROUP AG,2017,0
7297,BAVARIA INDUSTRIES GROUP AG,2018,0
7298,BAVARIA INDUSTRIES GROUP AG,2019,0
7299,MVISE AG,2006,0
7300,MVISE AG,2007,0
7301,MVISE AG,2008,0
7302,MVISE AG,2009,0
7303,MVISE AG,2010,0
7304,MVISE AG,2011,0
7305,MVISE AG,2012,0
7306,MVISE AG,2013,0
7307,MVISE AG,2014,0
7308,MVISE AG,2015,0
7309,MVISE AG,2016,0
7310,MVISE AG,2017,0
7311,MVISE AG,2018,0
7312,MVISE AG,2019,0
7313,GAMEFORGE BERLIN AG,2006,0
7314,GAMEFORGE BERLIN AG,2007,0
7315,GAMEFORGE BERLIN AG,2008,0
7316,GAMEFORGE BERLIN AG,2009,0
7317,GAMEFORGE BERLIN AG,2010,0
7318,PRIMION TECHNOLOGY AG,2006,0
7319,PRIMION TECHNOLOGY AG,2007,0
7320,PRIMION TECHNOLOGY AG,2008,0
7321,PRIMION TECHNOLOGY AG,2009,1
7322,PRIMION TECHNOLOGY AG,2010,6
7323,PRIMION TECHNOLOGY AG,2011,7
7324,PRIMION TECHNOLOGY AG,2012,4
7325,PRIMION TECHNOLOGY AG,2013,3
7326,PRIMION TECHNOLOGY AG,2014,1
7327,CAMERIT AG,2006,0
7328,CAMERIT AG,2007,0
7329,CAMERIT AG,2008,0
7330,CAMERIT AG,2009,0
7331,CAMERIT AG,2010,2
7332,CAMERIT AG,2011,2
7333,CAMERIT AG,2012,2
7334,CAMERIT AG,2013,2
7335,CAMERIT AG,2014,0
7336,CAMERIT AG,2015,0
7337,CAMERIT AG,2016,0
7338,CAMERIT AG,2017,0
7339,CAMERIT AG,2018,0
7340,CAMERIT AG,2019,0
7341,THENERGO SUSTAINABLE ENERGIE,2006,0
7342,PRAKTIKER AG,2006,0
7343,PRAKTIKER AG,2007,0
7344,PRAKTIKER AG,2008,1
7345,PRAKTIKER AG,2009,1
7346,PRAKTIKER AG,2010,20
7347,PRAKTIKER AG,2011,19
7348,PRAKTIKER AG,2012,22
7349,KOTITZER LEDERTUCH-UND WACHS,2006,0
7350,PATRIO PLUS AG,2006,0
7351,ECOTEL COMMUNICATION AG,2006,0
7352,ECOTEL COMMUNICATION AG,2007,0
7353,ECOTEL COMMUNICATION AG,2008,0
7354,ECOTEL COMMUNICATION AG,2009,0
7355,ECOTEL COMMUNICATION AG,2010,5
7356,ECOTEL COMMUNICATION AG,2011,6
7357,ECOTEL COMMUNICATION AG,2012,6
7358,ECOTEL COMMUNICATION AG,2013,7
7359,ECOTEL COMMUNICATION AG,2014,0
7360,ECOTEL COMMUNICATION AG,2015,0
7361,ECOTEL COMMUNICATION AG,2016,0
7362,ECOTEL COMMUNICATION AG,2017,0
7363,ECOTEL COMMUNICATION AG,2018,0
7364,ECOTEL COMMUNICATION AG,2019,0
7365,PATRIZIA AG,2006,0
7366,PATRIZIA AG,2007,0
7367,PATRIZIA AG,2008,0
7368,PATRIZIA AG,2009,0
7369,PATRIZIA AG,2010,12
7370,PATRIZIA AG,2011,13
7371,PATRIZIA AG,2012,13
7372,PATRIZIA AG,2013,16
7373,PATRIZIA AG,2014,0
7374,PATRIZIA AG,2015,0
7375,PATRIZIA AG,2016,0
7376,PATRIZIA AG,2017,0
7377,PATRIZIA AG,2018,0
7378,PATRIZIA AG,2019,0
7379,BIO-GATE AG,2006,0
7380,BIO-GATE AG,2007,0
7381,BIO-GATE AG,2008,0
7382,BIO-GATE AG,2009,0
7383,BIO-GATE AG,2010,1
7384,BIO-GATE AG,2011,1
7385,BIO-GATE AG,2012,1
7386,BIO-GATE AG,2013,3
7387,BIO-GATE AG,2014,0
7388,BIO-GATE AG,2015,0
7389,BIO-GATE AG,2016,0
7390,BIO-GATE AG,2017,0
7391,BIO-GATE AG,2018,0
7392,BIO-GATE AG,2019,0
7393,MAGIX AG,2006,0
7394,MAGIX AG,2007,0
7395,MAGIX AG,2008,0
7396,MAGIX AG,2009,0
7397,MAGIX AG,2010,1
7398,MAGIX AG,2011,1
7399,MAGIX AG,2012,1
7400,MAGIX AG,2013,1
7401,WACKER CHEMIE AG,2006,2
7402,WACKER CHEMIE AG,2007,2
7403,WACKER CHEMIE AG,2008,2
7404,WACKER CHEMIE AG,2009,1
7405,WACKER CHEMIE AG,2010,29
7406,WACKER CHEMIE AG,2011,27
7407,WACKER CHEMIE AG,2012,28
7408,WACKER CHEMIE AG,2013,30
7409,WACKER CHEMIE AG,2014,2
7410,WACKER CHEMIE AG,2015,2
7411,WACKER CHEMIE AG,2016,2
7412,WACKER CHEMIE AG,2017,1
7413,WACKER CHEMIE AG,2018,1
7414,WACKER CHEMIE AG,2019,0
7415,ACTIVA RESOURCES AG,2006,0
7416,ACTIVA RESOURCES AG,2007,0
7417,ACTIVA RESOURCES AG,2008,0
7418,ACTIVA RESOURCES AG,2009,0
7419,ACTIVA RESOURCES AG,2010,2
7420,ACTIVA RESOURCES AG,2011,2
7421,ACTIVA RESOURCES AG,2012,2
7422,ACTIVA RESOURCES AG,2013,2
7423,ACTIVA RESOURCES AG,2014,0
7424,ACTIVA RESOURCES AG,2015,0
7425,F.I.B. FRANKFURTER INVT BANK,2006,0
7426,F.I.B. FRANKFURTER INVT BANK,2007,0
7427,F.I.B. FRANKFURTER INVT BANK,2008,0
7428,LEONARDO VENTURE KGAA,2006,0
7429,LEONARDO VENTURE KGAA,2007,0
7430,LEONARDO VENTURE KGAA,2008,0
7431,LEONARDO VENTURE KGAA,2009,0
7432,LEONARDO VENTURE KGAA,2010,0
7433,LEONARDO VENTURE KGAA,2011,0
7434,LEONARDO VENTURE KGAA,2012,0
7435,LEONARDO VENTURE KGAA,2013,0
7436,LEONARDO VENTURE KGAA,2014,0
7437,LEONARDO VENTURE KGAA,2015,0
7438,LEONARDO VENTURE KGAA,2016,0
7439,LEONARDO VENTURE KGAA,2017,0
7440,LEONARDO VENTURE KGAA,2018,0
7441,LEONARDO VENTURE KGAA,2019,0
7442,PLAN OPTIK AG,2006,0
7443,PLAN OPTIK AG,2007,0
7444,PLAN OPTIK AG,2008,0
7445,PLAN OPTIK AG,2009,0
7446,PLAN OPTIK AG,2010,0
7447,PLAN OPTIK AG,2011,0
7448,PLAN OPTIK AG,2012,0
7449,PLAN OPTIK AG,2013,0
7450,PLAN OPTIK AG,2014,0
7451,PLAN OPTIK AG,2015,0
7452,PLAN OPTIK AG,2016,0
7453,PLAN OPTIK AG,2017,0
7454,PLAN OPTIK AG,2018,0
7455,PLAN OPTIK AG,2019,0
7456,RCM BETEILIGUNGS AG,2006,0
7457,RCM BETEILIGUNGS AG,2007,0
7458,RCM BETEILIGUNGS AG,2008,0
7459,RCM BETEILIGUNGS AG,2009,0
7460,RCM BETEILIGUNGS AG,2010,0
7461,RCM BETEILIGUNGS AG,2011,0
7462,RCM BETEILIGUNGS AG,2012,0
7463,RCM BETEILIGUNGS AG,2013,0
7464,RCM BETEILIGUNGS AG,2014,0
7465,RCM BETEILIGUNGS AG,2015,0
7466,RCM BETEILIGUNGS AG,2016,0
7467,RCM BETEILIGUNGS AG,2017,0
7468,RCM BETEILIGUNGS AG,2018,0
7469,RCM BETEILIGUNGS AG,2019,0
7470,STUDIO BABELSBERG AG,2006,0
7471,STUDIO BABELSBERG AG,2007,0
7472,STUDIO BABELSBERG AG,2008,0
7473,STUDIO BABELSBERG AG,2009,0
7474,STUDIO BABELSBERG AG,2010,1
7475,STUDIO BABELSBERG AG,2011,1
7476,STUDIO BABELSBERG AG,2012,1
7477,STUDIO BABELSBERG AG,2013,1
7478,STUDIO BABELSBERG AG,2014,0
7479,STUDIO BABELSBERG AG,2015,0
7480,STUDIO BABELSBERG AG,2016,0
7481,STUDIO BABELSBERG AG,2017,0
7482,STUDIO BABELSBERG AG,2018,0
7483,STUDIO BABELSBERG AG,2019,0
7484,PRIVATE ASSETS AG,2006,0
7485,PRIVATE ASSETS AG,2007,0
7486,PRIVATE ASSETS AG,2008,0
7487,PRIVATE ASSETS AG,2009,0
7488,PRIVATE ASSETS AG,2010,0
7489,PRIVATE ASSETS AG,2011,0
7490,PRIVATE ASSETS AG,2012,0
7491,PRIVATE ASSETS AG,2013,0
7492,PRIVATE ASSETS AG,2014,0
7493,PRIVATE ASSETS AG,2015,0
7494,PRIVATE ASSETS AG,2016,0
7495,PRIVATE ASSETS AG,2017,0
7496,PRIVATE ASSETS AG,2018,0
7497,PRIVATE ASSETS AG,2019,0
7498,FERAX CAPITAL AG,2006,0
7499,FERAX CAPITAL AG,2007,0
7500,FERAX CAPITAL AG,2008,0
7501,FERAX CAPITAL AG,2009,0
7502,FERAX CAPITAL AG,2010,2
7503,NANOFOCUS AG,2006,0
7504,NANOFOCUS AG,2007,0
7505,NANOFOCUS AG,2008,0
7506,NANOFOCUS AG,2009,0
7507,NANOFOCUS AG,2010,0
7508,NANOFOCUS AG,2011,0
7509,NANOFOCUS AG,2012,0
7510,NANOFOCUS AG,2013,0
7511,NANOFOCUS AG,2014,0
7512,NANOFOCUS AG,2015,0
7513,NANOFOCUS AG,2016,0
7514,NANOFOCUS AG,2017,0
7515,NANOFOCUS AG,2018,0
7516,NANOFOCUS AG,2019,0
7517,SCHERZER & CO AG,2006,0
7518,SCHERZER & CO AG,2007,0
7519,SCHERZER & CO AG,2008,0
7520,SCHERZER & CO AG,2009,0
7521,SCHERZER & CO AG,2010,1
7522,SCHERZER & CO AG,2011,1
7523,SCHERZER & CO AG,2012,1
7524,SCHERZER & CO AG,2013,1
7525,SCHERZER & CO AG,2014,0
